company_name,s1_filings_count
GPC CAPITAL CORP II,4
SAPPHIRE DRILLER Co,4
DECRANE AIRCRAFT HOLDINGS INC,4
CuriosityStream Inc.,4
ATLANTIC INTERNATIONAL CORP.,4
"Salarius Pharmaceuticals, Inc.",4
"Velodyne Lidar, Inc.",4
"YETI Holdings, Inc.",4
"CANNAPHARMARX, INC.",4
"BioCardia, Inc.",4
ENOVA SYSTEMS INC,4
"REVIVA PHARMACEUTICALS HOLDINGS, INC.",4
"Core Scientific, Inc./tx",4
"ESPORTS ENTERTAINMENT GROUP, INC.",4
"MUSTANG BIO, INC.",4
SPECTRASITE INC,4
"STAR EQUITY HOLDINGS, INC.",4
Alset Inc.,4
BEYOND COM CORP,4
INTELLIGENT PROTECTION MANAGEMENT CORP.,4
PIONEER FINANCIAL SERVICES INC,4
BIOTRICITY INC.,4
"NCOP VI, LLC",4
J.G. Wentworth Co,4
"Certara, Inc.",4
Golden Minerals Co,4
"Verb Technology Company, Inc.",4
P2021 RIG CO.,4
"OSI Recovery Solutions, Inc.",4
AMERICAN SAFETY INSURANCE HOLDINGS LTD,4
"Greater Cannabis Company, Inc.",4
KinerjaPay Corp.,4
Can B Corp,4
USN COMMUNICATIONS INC,4
"NCOP V, LLC",4
Allied Gaming & Entertainment Inc.,4
Biomet Europe Ltd.,4
Palladyne AI Corp.,4
"Greystone Business Group, LLC",4
"Cryomass Technologies, Inc.",4
"ESS Tech, Inc.",4
KRONOS ADVANCED TECHNOLOGIES INC,4
"Interpore Cross International, LLC",4
"San West, Inc",4
"Electro-Biology, LLC",4
"InnoVision Labs, Inc",4
Alpha Cognition Inc.,4
Ellora Energy Inc.,4
MORGAN STANLEY SMITH BARNEY CHARTER WNT L.P.,4
Stardust Power Inc.,4
LIBERTY MEDIA LLC,4
"Xun Energy, Inc.",4
KIRSCHNER MEDICAL CORP,4
INTELLIGENT BIO SOLUTIONS INC.,4
VANTAGE INTERNATIONAL MANAGEMENT PTE LTD.,4
"Marpai, Inc.",4
"Theriva Biologics, Inc.",4
"Taronis Fuels, Inc.",4
Vantage Holdings Co,4
BANK UNITED CORP,4
UNIPLAST US INC,4
"Spectrum Brands, Inc.",4
LOUDEYE CORP,4
N2K INC,4
SUNTERRA CORP,4
"Systems & Services Technology, Inc.",4
"Blue Water Global Group, Inc.",4
DB Multi-Sector Commodity Master Trust,4
Zapata Computing Holdings Inc.,4
BLUE OWL CAPITAL INC.,4
OSI OUTSOURCING SERVICES INC,4
"Dynatrace, Inc.",4
VANTAGE DRILLER II CO.,4
ALLAIRE CORP,4
"Aegerion Pharmaceuticals, Inc.",4
"Cepton, Inc.",4
Vantage Drilling Africa,4
"SurePure, Inc.",4
"INTERCLOUD SYSTEMS, INC.",4
"Biomet Microfixation, LLC",4
METROPOLITAN HEALTH NETWORKS INC,4
Silexion Therapeutics Corp,4
"BPZ RESOURCES, INC.",4
P2020 RIG CO.,4
ATLAS FUTURES FUND LIMITED PARTNERSHIP,4
"Vantage Delaware Holdings, LLC",4
UNIPLAST HOLDINGS LLC,4
"LifeMD, Inc.",4
"Avantair, Inc",4
"FUEL PERFORMANCE SOLUTIONS, INC.",4
Sylios Corp,4
"Nuburu, Inc.",4
"EBI Holdings, LLC",4
"Pressburg, LLC",4
VANTAGE DRILLING LABUAN I LTD.,4
BRAINSTORM CELL THERAPEUTICS INC.,4
BIONOVO INC,4
VON HOFFMANN HOLDINGS INC,4
"GWG LIFE, LLC",4
"Oncology Institute, Inc.",4
"HUMANIGEN, INC",4
"Quanergy Systems, Inc.",4
"DecisionPoint Systems, Inc.",4
"Innoveren Scientific, Inc.",4
CanaQuest Medical Corp.,4
VIASYSTEMS GROUP INC,4
"RENAVOTIO, INC.",4
"World Moto, Inc.",4
WESLEY JESSEN VISIONCARE INC,4
"Oncolix, Inc.",4
Vantage Holdings Cyprus ODC Ltd,4
PLIANT SOLUTIONS CORP,4
"Unusual Machines, Inc.",4
"NCOP Capital Resource, LLC",4
"SILVER BULL RESOURCES, INC.",4
PLIANT CORP INTERNATIONAL,4
"MOBIX LABS, INC",4
VANTAGE HOLDING HUNGARY KFT,4
"ABCO Energy, Inc.",4
GRANT PARK FUTURES FUND LIMITED PARTNERSHIP,4
"GigPeak, Inc.",4
NATURAL HEALTH TRENDS CORP,4
Tsingda eEDU Corp,4
Local Bounti Corporation/DE,4
"SPLASH BEVERAGE GROUP, INC.",4
VON HOFFMANN CORP,4
CNBX Pharmaceuticals Inc.,4
Raphael Pharmaceutical Inc.,4
VISION ENERGY Corp,4
"ChargePoint Holdings, Inc.",4
"MJ Holdings, Inc.",4
Vantage Driller VI Co.,4
Hongli Clean Energy Technologies Corp.,4
"VERUS INTERNATIONAL, INC.",4
OSI SPE LLC,4
QUALINK INC,4
"Zoomcar Holdings, Inc.",4
PRECISION OFFSET PRINTING CO,4
APPLIED FILMS CORP,4
Serve Robotics Inc. /DE/,4
"NextTrip, Inc.",4
SCIQUEST INC,4
"EKSO BIONICS HOLDINGS, INC.",4
DUNE ENERGY INC,4
"Implant Innovations Holdings, LLC",4
TRANSAMERICA LIFE INSURANCE CO,4
"University Accounting Service, LLC",4
"PALVELLA THERAPEUTICS, INC.",4
"Biomet Fair Lawn, LLC",4
Old OSI LLC,4
CURAXIS PHARMACEUTICAL Corp,4
CEMTREX INC,4
"Zerify, Inc.",4
ALLSTATE LIFE INSURANCE CO OF NEW YORK,4
"ThermoGenesis Holdings, Inc.",4
SCHOOL SPECIALTY INC,4
Derivatech Risk Solutions Inc.,4
FENNEC PHARMACEUTICALS INC.,4
"Airship AI Holdings, Inc.",4
"EBI Medical Systems, LLC",4
"Immunovant, Inc.",4
"XT Energy Group, Inc.",4
"BBHC, INC.",4
"SmartKem, Inc.",4
Frontier Masters Fund,4
"Bolt Projects Holdings, Inc.",4
OPEN SOLUTIONS INC,4
Qualtrics International Inc.,4
Biomet International Ltd.,4
SunGard Corbel LLC,4
CANARGO ENERGY CORP,4
Spectaire Holdings Inc.,4
Kallo Inc.,4
"Spectral AI, Inc.",4
"Fusion Connect, Inc.",4
"Interpore Spine, LLC",4
SIRVA INC,4
"Baudax Bio, Inc.",4
DraftKings Holdings Inc.,4
"Reborn Coffee, Inc.",4
VISANT CORP,4
INTERLEUKIN GENETICS INC,4
Biohaven Pharmaceutical Holding Co Ltd.,4
"PAE Leasing, LLC",4
"Biomet Biologics, LLC",4
"Edgemode, Inc.",4
TUT SYSTEMS INC,4
KonaRed Corp,4
"Biomet Leasing, Inc.",4
"FLUOROPHARMA MEDICAL, INC.",4
"Celexus, Inc",4
XM SATELLITE RADIO HOLDINGS INC,4
Vantage Holdings International,4
"MMRGlobal, Inc.",4
"GelTech Solutions, Inc.",4
"Nova Lifestyle, Inc.",4
ZCO LIQUIDATING Corp,4
"Union Settlement Administrator, Inc.",4
TWO RIVERS WATER & FARMING Co,4
"SOC Telemed, Inc.",4
"Allarity Therapeutics, Inc.",4
iShares S&P GSCI Commodity-Indexed Trust,4
Texas Mineral Resources Corp.,4
World Gold Trust,4
"Protea Biosciences Group, Inc.",4
"NewBridge Global Ventures, Inc.",4
"MGT CAPITAL INVESTMENTS, INC.",4
YAPPN CORP.,4
Jet.AI Inc.,4
"MICRO IMAGING TECHNOLOGY, INC.",4
"Bronco Drilling Company, Inc.",4
INVESCO DB AGRICULTURE FUND,4
Polished.com Inc.,4
"Agritech Worldwide, Inc.",4
"Mondee Holdings, Inc.",4
Aerkomm Inc.,4
CERES TACTICAL GLOBAL L.P.,4
EON Resources Inc.,4
Credit Receivables CORP I,4
"IKANOS COMMUNICATIONS, INC.",4
AKI INC,4
Quantum Computing Inc.,4
"Oxford City Football Club, Inc.",4
Sharps Technology Inc.,4
HealthLynked Corp,4
INVESCO DB BASE METALS FUND,4
"ORGANOVO HOLDINGS, INC.",4
Altrazeal Life Sciences Inc.,4
ADESA INC,4
Nascent Biotech Inc.,4
"Track Group, Inc.",4
"Acacia Diversified Holdings, Inc.",4
"Biomet Sports Medicine, LLC",4
PROFESSIONAL VETERINARY PRODUCTS LTD /NE/,4
"AST SpaceMobile, Inc.",4
Agrify Corp,4
METALS USA INC,4
STERLING CONSOLIDATED Corp,4
"Cardio Diagnostics Holdings, Inc.",4
"One World Products, Inc.",4
Mawson Infrastructure Group Inc.,4
"PreCheck Health Services, Inc.",4
GLENBROOK LIFE & ANNUITY CO,4
HERITAGE OAKS BANCORP,4
VANTAGE DRILLING INTERNATIONAL,4
"Xos, Inc.",4
"NAVIDEA BIOPHARMACEUTICALS, INC.",4
Invesco CurrencyShares British Pound Sterling Trust,4
Permex Petroleum Corp,4
Frontier Diversified Fund,4
"Rubicon Technologies, Inc.",4
TENFOLD CORP /UT,4
"UnifiedOnline, Inc.",4
Invesco DB G10 Currency Harvest Fund,4
SunGard Higher Education Advancement Inc.,4
INTERVEST BANCSHARES CORP,4
Biomet Manufacturing LLC,4
"AVENUE THERAPEUTICS, INC.",4
"Biomet Orthopedics, LLC",4
HII Mission Technologies Corp.,4
Hall of Fame Resort & Entertainment Co,4
Sunshine Biopharma Inc.,4
E-Qure Corp.,4
"Apollo Endosurgery, Inc.",4
"INSPIRE VETERINARY PARTNERS, INC.",4
AUGUSTA GOLD CORP.,4
LIME ENERGY CO.,4
"Tobira Therapeutics, Inc.",4
MEDIS TECHNOLOGIES LTD,4
TRANSWORLD SYSTEMS INC,4
United States Commodity Funds Trust I,4
"Pacific Software Consulting, LLC",4
ALKALINE WATER Co INC,4
"root9B Holdings, Inc.",4
"Calidi Biotherapeutics, Inc.",4
BIOMODA INC/NM,4
"Money Tree, Inc.",4
SOLARCITY CORP,4
"Biomet 3i, LLC",4
TICKETMASTER ENTERTAINMENT LLC,4
"United States 12 Month Oil Fund, LP",4
1606 CORP.,4
"ZONZIA MEDIA, INC.",4
Grocery Outlet Holding Corp.,4
"Coast to Coast Consulting, LLC",4
"MedMen Enterprises, Inc.",4
"Sprouts Farmers Market, Inc.",4
USCF Funds Trust,4
VANTAGE DEEPWATER Co,4
Presto Automation Inc.,4
KITARA MEDIA CORP.,4
"Petros Pharmaceuticals, Inc.",4
"EveryWare Global, Inc.",4
PEGASUS SATELLITE COMMUNICATIONS INC,4
"RELMADA THERAPEUTICS, INC.",4
SOMANETICS CORP,4
CLEARWIRE CORP,4
"EBI, LLC",4
EINSTEIN NOAH BAGEL CORP,4
Innovation1 Biotech Inc.,3
MORGAN STANLEY SMITH BARNEY SPECTRUM STRATEGIC LP,3
ALLIANCE ENTERTAINMENT HOLDING CORP,3
"SOUNDHOUND AI, INC.",3
Northern Tier Energy LP,3
CoJax Oil & Gas Corp,3
Aramark Management Services Limited Partnership,3
STONEPATH GROUP INC,3
"GENOCEA BIOSCIENCES, INC.",3
Paybox Corp.,3
"ViewRay, Inc.",3
KAISER GROUP HOLDINGS INC,3
"SignPath Pharma, Inc.",3
Emerge Energy Services LP,3
SCO GROUP INC,3
"Eloxx Pharmaceuticals, Inc.",3
NovAccess Global Inc.,3
"Harry M. Stevens, Inc. of New Jersey",3
"MARAVAI LIFESCIENCES HOLDINGS, INC.",3
"Pazoo, Inc.",3
Alexza Pharmaceuticals Inc.,3
"Kowalski-Dickow, Associates, LLC",3
"Optimus Healthcare Services, Inc.",3
"CLOVER HEALTH INVESTMENTS, CORP. /DE",3
"CREATIVE REALITIES, INC.",3
TERREMARK WORLDWIDE INC.,3
Elite Performance Holding Corp,3
RHYTHMS NET CONNECTIONS INC,3
CPG INTERNATIONAL INC.,3
"AFC CAL, LLC",3
APPLIED GENETIC TECHNOLOGIES CORP,3
"DUCK CREEK TECHNOLOGIES, INC.",3
BNY MELLON N.A.,3
ARAMARK Uniform Services (Texas) LLC,3
Vericel Corp,3
"Amarantus Bioscience Holdings, Inc.",3
Jamf Holding Corp.,3
HOUSEHOLD CONSUMER LOAN CORP,3
"Valmie Resources, Inc.",3
"Beachbody Company, Inc.",3
"EMERGENT CAPITAL, INC.",3
"Aramark Business Dining Services of Texas, LLC",3
"Sugarmade, Inc.",3
CXApp Inc.,3
SRC Energy Inc.,3
"GCT Semiconductor Holding, Inc.",3
"TNF Pharmaceuticals, Inc.",3
"Iconic Brands, Inc.",3
"Biolectron, Inc.",3
AMERISAFE INC,3
UNIPLAST MIDWEST INC,3
"Jpak Group, Inc.",3
Roivant Sciences Ltd.,3
LEGACY RESERVES LP,3
"ADS ASHLAND, LLC",3
"Harrison Conference Associates, LLC",3
fuboTV Inc. /FL,3
EMPIRE RESORTS INC,3
TASKER PRODUCTS CORP,3
"Aramark Facility Services, LLC",3
CAPITAL BANK CORP,3
"Luminar Technologies, Inc./DE",3
"Aeroflex Microelectronic Solutions, Inc.",3
Zura Bio Ltd,3
MOTRICITY INC,3
NISSAN-INFINITI LT LLC,3
VISION TWENTY ONE INC,3
SIERRACITIES COM INC,3
Bright Green Corp,3
"Skyward Specialty Insurance Group, Inc.",3
OSI EDUCATION SERVICES INC,3
TUREX INC,3
ARAMARK Uniform Services (Midwest) LLC,3
"ADESA COLORADO, LLC",3
HOUSEHOLD CONSUMER LOAN DEPOSIT TRUST I,3
"ADESA CORPORATION, LLC",3
LQR House Inc.,3
"ARAMARK Uniform & Career Apparel Group, Inc.",3
GZ6G Technologies Corp.,3
USINTERNETWORKING INC,3
"Atlas Financial Holdings, Inc.",3
"89bio, Inc.",3
Vaulted Gold Bullion Trust,3
Sincerity Applied Materials Holdings Corp.,3
"ARAMARK RAV, LLC",3
"ADESA MEXICO, LLC",3
BRAIN SCIENTIFIC INC.,3
"Aeroflex Plainview, Inc.",3
US Foods Holding Corp.,3
RIVERVIEW BANCORP INC,3
Helo Corp.,3
"Fast Radius, Inc.",3
"KnowBe4, Inc.",3
Airspan Networks Holdings Inc.,3
"Alliance HealthCare Services, Inc",3
GENTA INC DE/,3
ASP Isotopes Inc.,3
"inContact, Inc.",3
"ARAMARK SCM, Inc.",3
Invesco DB Commodity Index Tracking Fund,3
DIGITAL ISLAND INC,3
"United States Oil Fund, LP",3
"ADMA BIOLOGICS, INC.",3
"Harry M. Stevens, LLC",3
Forethought Life Insurance Co,3
Tahoe Rocket LP,3
"Gatos Silver, Inc.",3
"ADESA BIRMINGHAM, LLC",3
Cipher Mining Inc.,3
Pharmagreen Biotech Inc.,3
"Stamford Industrial Group, Inc.",3
"Perimeter Credit, L.L.C.",3
"CNL Strategic Capital, LLC",3
OSI COLLECTION SERVICES INC,3
GMS Inc.,3
"ARAMARK Sports Facilities, LLC",3
"Leafly Holdings, Inc. /DE",3
"ADESA MISSOURI, LLC",3
PROFESSIONAL RECOVERIES INC,3
"ADESA PHOENIX, LLC",3
"ADESA NEW JERSEY, LLC",3
Element Solutions Inc,3
"ARAMARK Food & Support Services Group, Inc.",3
Graphene & Solar Technologies Ltd,3
FHC Holdings Corp,3
"Accel Entertainment, Inc.",3
"MIND TECHNOLOGY, INC",3
Cogo Group Inc.,3
"Aeroflex/Weinschel, Inc.",3
Bubblr Inc.,3
Goodrich Petroleum CO LLC,3
"Leo Motors, Inc.",3
ARKANSAS AEROSPACE INC,3
NextSource Materials Inc.,3
"Aeroflex Systems Group, Inc.",3
HWH International Inc.,3
SPORTSLINE COM INC,3
"Travel Systems, LLC",3
"Societal CDMO, Inc.",3
"ROCKETFUEL BLOCKCHAIN, INC.",3
"ARAMARK American Food Services, LLC",3
DOVEBID INC,3
VEEA INC.,3
"Clean Energy Technologies, Inc.",3
"ORIGINCLEAR, INC.",3
EDUCATION MANAGEMENT Corp,3
"NewAge, Inc.",3
ARTISTDIRECT INC,3
"SigmaTel, LLC",3
"ARAMARK Facilities Management, LLC",3
"Arista Power, Inc.",3
Atlantic Coast Financial CORP,3
"ARAMARK FHC Healthcare Support Services, LLC",3
"Electromedical Technologies, Inc",3
THERMA WAVE INC,3
Ispire Technology Inc.,3
ADELPHIA BUSINESS SOLUTIONS INC,3
"Samsara Luggage, Inc.",3
"Corindus Vascular Robotics, Inc.",3
ARISTOCRAT GROUP CORP.,3
ARAMARK Uniform Manufacturing CO,3
Swisher Hygiene Inc.,3
Tableau Software Inc,3
"Kaleyra, Inc.",3
"Legacy Education Alliance, Inc.",3
"NightFood Holdings, Inc.",3
STRATUS SERVICES GROUP INC,3
FEDERAL TRUST CORP,3
"GOOD GAMING, INC.",3
Atkore Inc.,3
"Equitable Holdings, Inc.",3
"China Kangtai Cactus Bio-tech, Inc.",3
"AUTO DEALERS EXCHANGE OF MEMPHIS, LLC",3
Vu1 CORP,3
IMAGINON INC /DE/,3
BLUE RHINO CORP,3
FINE HOST CORP,3
"ARAMARK Sports & Entertainment Services, LLC",3
"LINGERIE FIGHTING CHAMPIONSHIPS, INC.",3
"Aramark SM Management Services, Inc.",3
PRO AFTER INC,3
MAGNUM HUNTER RESOURCES CORP,3
"ADESA DEALER SERVICES, LLC",3
QuantumScape Corp,3
"Thunder Power Holdings, Inc.",3
"Oruka Therapeutics, Inc.",3
"Biomet Trauma, LLC",3
"ARAMARK FHC Kansas, Inc.",3
"HYDROFARM HOLDINGS GROUP, INC.",3
"Aeroflex Wichita, Inc.",3
AIR INDUSTRIES GROUP,3
"LEAFBUYER TECHNOLOGIES, INC.",3
TRAVEL AIR INSURANCE CO (KANSAS),3
"REGO PAYMENT ARCHITECTURES, INC.",3
TERMINIX GLOBAL HOLDINGS INC,3
FLEETWOOD CREDIT RECEIVABLES CORP,3
PEPLIN INC,3
"Klotho Neurosciences, Inc.",3
"QT IMAGING HOLDINGS, INC.",3
COMPUCREDIT CORP,3
"AUTOMOTIVE RECOVERY SERVICES, INC.",3
"AMMO, INC.",3
"Protagenic Therapeutics, Inc.\new",3
"Ignyta, Inc.",3
"United States Short Oil Fund, LP",3
"LiveVox Holdings, Inc.",3
Terran Orbital Corp,3
COMMUNITY FINANCIAL SHARES INC,3
PLANET HOLLYWOOD INTERNATIONAL INC,3
"AutoGenomics, Inc.",3
"POLARITYTE, INC.",3
"MAIA Biotechnology, Inc.",3
"PHMC, Inc.",3
PetroShare Corp.,3
"FCB FINANCIAL HOLDINGS, INC.",3
"Summit Materials, Inc.",3
"Vemanti Group, Inc.",3
"Rein Therapeutics, Inc.",3
"Tectonic Therapeutic, Inc.",3
"Rush Street Interactive, Inc.",3
"Xenetic Biosciences, Inc.",3
Trulieve Cannabis Corp.,3
ODYSSEY RE HOLDINGS CORP,3
"Aramark Educational Services of Texas, LLC",3
"INSURANCE AUTO AUCTIONS, INC",3
"Dolphin Entertainment, Inc.",3
NextPlay Technologies Inc.,3
"CHUY'S HOLDINGS, INC.",3
"AUTO DISPOSAL SYSTEMS, INC.",3
Dominovas Energy Corp,3
"Hempacco Co., Inc.",3
"AMERICAN MULTI-CINEMA, INC.",3
Anthera Pharmaceuticals Inc,3
iShares Gold Trust Micro,3
NATIONAL FINANCIAL PARTNERS CORP,3
NEOPHOTONICS CORP,3
"ZEVRA THERAPEUTICS, INC.",3
PEERLESS SYSTEMS CORP,3
"Fortress Biotech, Inc.",3
"Kinsale Capital Group, Inc.",3
SKY RESORT INTERNATIONAL Ltd,3
T-3 ENERGY SERVICES INC,3
VYCOR MEDICAL INC,3
"AgileThought, Inc.",3
"MICROVISION, INC.",3
"Hoverink Biotechnologies, Inc.",3
"Applied Therapeutics, Inc.",3
"Dayforce, Inc.",3
"DIH HOLDING US, INC.",3
iSpecimen Inc.,3
WINDSWEPT ENVIRONMENTAL GROUP INC,3
"SPYR, Inc.",3
LOEWS CITYWALK THEATRE CORP,3
Insurance Auto Auctions Corp.,3
"Ocean Biomedical, Inc.",3
"ZABEL & ASSOCIATES, INC.",3
THERMO BIOANALYSIS CORP /DE,3
UNITED ROAD SERVICES INC,3
"SENECA GLOBAL FUND, L.P.",3
SILVERLEAF RESORTS INC,3
"ZOGENIX, INC.",3
"Mama's Creations, Inc.",3
"Umbra Companies, Inc.",3
"ALPINE IMMUNE SCIENCES, INC.",3
RELIASTAR LIFE INSURANCE CO OF NEW YORK,3
"4D Molecular Therapeutics, Inc.",3
METAWAVE COMMUNICATIONS CORP,3
"OSI Support Services, Inc.",3
CREDITRUST CORP,3
"ADESA ATLANTA, LLC",3
"ATLAS TECHNICAL CONSULTANTS, INC.",3
"NCOCRM Funding, Inc.",3
Damon Inc.,3
GEI GLOBAL ENERGY CORP.,3
KROLL INC,3
"ADESA INDIANAPOLIS, LLC",3
Old API Wind-down Ltd.,3
TRANS LUX Corp,3
AIF Corp.,3
"ADESA CALIFORNIA, LLC",3
Spansion Inc.,3
KENEXA CORP,3
UWM Holdings Corp,3
Aramark SMMS Real Estate LLC,3
"ADESA TEXAS, INC.",3
"Green Brick Partners, Inc.",3
SunGard Advisor Technologies Inc.,3
"Polypore International, Inc.",3
Blackwell 3D Construction Corp.,3
ARAMARK Uniform Services (Baltimore) LLC,3
"Real Goods Solar, Inc.",3
COVAD COMMUNICATIONS GROUP INC,3
RemSleep Holdings Inc.,3
BOMBARDIER CREDIT RECEIVABLES CORP,3
DAIS Corp,3
"ARAMARK Venue Services, Inc.",3
"Pacific Ventures Group, Inc.",3
CORNERSTONE PROPANE PARTNERS LP,3
Aspira Women's Health Inc.,3
"Rocky Mountain High Brands, Inc.",3
SURETY CAPITAL CORP /DE/,3
"Opti-Harvest, Inc.",3
"Gaming Technologies, Inc.",3
NEUTRA CORP.,3
"Boot Barn Holdings, Inc.",3
"urban-gro, Inc.",3
GRUBB & ELLIS CO,3
"USA Compression Partners, LP",3
American Resources Corp,3
BioCorRx Inc.,3
SUPERIOR BANCORP,3
"ARAMARK FHC Business Services, LLC",3
BestGofer Inc.,3
"ARAMARK FHC Sports & Entertainment Services, LLC",3
Tradeweb Markets Inc.,3
"iPCS, INC",3
BEECHCRAFT AVIATION CO,3
"Radius Health, Inc.",3
Perella Weinberg Partners,3
"Aramark Food Service of Texas, LLC",3
HAWKER BEECHCRAFT FINANCE CORP,3
BOLLE INC,3
NILT TRUST,3
"Apria, Inc.",3
"ADVENT TECHNOLOGIES HOLDINGS, INC.",3
"ARAMARK Uniform & Career Apparel, LLC",3
"Harry M. Stevens, Inc. of Penn.",3
"CANTALOUPE, INC.",3
SOPHIRIS BIO INC.,3
"ARAMARK Services Management of NJ, Inc.",3
"Aeroflex Colorado Springs, Inc.",3
HAWKER BEECHCRAFT ACQUISITION CO LLC,3
AMERICAN SCIENTIFIC RESOURCES INC,3
"Extraction Oil & Gas, Inc.",3
"Aeroflex Control Components, Inc.",3
Targa Pipeline Partners LP,3
SIONIX CORP,3
"ADESA VIRGINIA, LLC",3
Viewbix Inc.,3
Energy Future Intermediate Holding CO LLC,3
TravelCenters of America Inc. /MD/,3
Regulus Therapeutics Inc.,3
"Quantum Medical Transport, Inc.",3
"STEM, INC.",3
MELLON BANK PREMIUM FINANCE LOAN MASTER TRUST,3
"Merriman Holdings, Inc",3
P3 Health Partners Inc.,3
"ADESA DES MOINES, LLC",3
SWK Holdings Corp,3
"Nogin, Inc.",3
Capital Bank Financial Corp.,3
Capstone Technologies Group Inc.,3
"AMERICAN BATTERY MATERIALS, INC.",3
"ADESA PENNSYLVANIA, LLC",3
"AXIM BIOTECHNOLOGIES, INC.",3
Talen Energy Corp,3
RSL COMMUNICATIONS LTD,3
"Syneos Health, Inc.",3
GraniteShares Platinum Trust,3
"Harrison Conference Center of Lake Bluff, Inc.",3
"Surrozen, Inc./DE",3
NOODLES & Co,3
"Nixxy, Inc.",3
GRAND COURT LIFESTYLES INC,3
MONEYLION INC.,3
Lovesac Co,3
Invesco CurrencyShares Japanese Yen Trust,3
WATERLINK INC,3
Energy Future Holdings Corp /TX/,3
APTIMUS INC,3
"BG Medicine, Inc.",3
Aim Exploration Inc.,3
NOBLE ROMANS INC,3
"ARAMARK Services of Kansas, Inc.",3
"Boardwalk Pipeline Partners, LP",3
SPR INC,3
GLOBE SPECIALTY METALS INC,3
"ASURA DEVELOPMENT GROUP, INC.",3
CAMPBELL ALTERNATIVE ASSET TRUST,3
QKL Stores Inc.,3
"EPIX Pharmaceuticals, Inc.",3
American Water Capital Corp.,3
Data Storage Corp,3
"Great Wolf Resorts, Inc.",3
WORLDS INC,3
"Zoe's Kitchen, Inc.",3
GENIUS PRODUCTS INC,3
"IntraLinks Holdings, Inc.",3
Deyu Agriculture Corp.,3
"Harrison Conference Services of Princeton, Inc.",3
TALEO CORP,3
New Horizon Aircraft Ltd.,3
STEMLINE THERAPEUTICS INC,3
"Elicio Therapeutics, Inc.",3
"Paradise Hornblower, LLC",3
Sonder Holdings Inc.,3
"IST, CORP",3
TransCoastal Corp,3
"SERVICEMASTER CO, LLC",3
"Shoreline Operating Company, Inc.",3
"Celsius Holdings, Inc.",3
"Harrison Conference Services of Massachusetts, LLC",3
PIERSON INDUSTRIES INC,3
"Drone Guarder, Inc.",3
"Vivani Medical, Inc.",3
SunGard Public Sector Bi-Tech LLC,3
"ICHOR HOLDINGS, LTD.",3
"Matinas BioPharma Holdings, Inc.",3
"Trevi Therapeutics, Inc.",3
"Comera Life Sciences Holdings, Inc.",3
"Enumeral Biomedical Holdings, Inc.",3
"ADESA SAN DIEGO, LLC",3
"GreenLight Biosciences Holdings, PBC",3
"Livento Group, Inc.",3
NISSAN AUTO LEASING LLC II,3
Blink Charging Co.,3
Fabrinet,3
"ARAMARK Marketing Services Group, Inc.",3
"Bakhu Holdings, Corp.",3
"ASSET HOLDINGS III, L.P.",3
U S LIQUIDS INC,3
Yoshiharu Global Co.,3
WASTE ENERGY CORP.,3
"MedAvail Holdings, Inc.",3
AERWINS Technologies Inc.,3
"WM TECHNOLOGY, INC.",3
"ARAMARK Asia Management, LLC",3
OMNI ENERGY SERVICES CORP,3
"CHINA JO-JO DRUGSTORES, INC.",3
"SELLAS Life Sciences Group, Inc.",3
"ARAMARK Schools, LLC",3
SIPEX CORP,3
"ADESA SOUTHERN INDIANA, LLC",3
SANTO MINING CORP.,3
"LGBTQ Loyalty Holdings, Inc.",3
"Ollie's Bargain Outlet Holdings, Inc.",3
HAWKER BEECHCRAFT QUALITY SUPPORT CO,3
ARTRA GROUP INC,3
Ingersoll Rand Inc.,3
HOPFED BANCORP INC,3
"ARAMARK U.S. Offshore Services, LLC",3
"Patriot National, Inc.",3
"Retail Pro, Inc.",3
DELL INC,3
HORIZON NATURAL RESOURCES CO,3
"ARAMARK/HMS, LLC",3
"CareDx, Inc.",3
"Tego Cyber, Inc.",3
SS&C Technologies Holdings Inc,3
"FTS International, Inc.",3
"PishPosh, Inc.",3
GRYPHON GOLD CORP,3
HAWKER BEECHCRAFT CORP,3
"Inmune Bio, Inc.",3
Prosoft Learning CORP,3
"Ultimate Escapes, Inc.",3
CONTRAFECT Corp,3
D-Wave Quantum Inc.,3
"IXI Mobile, Inc.",3
"Actinium Pharmaceuticals, Inc.",3
ARAMARK Facility Management CORP of Iowa,3
"ADESA IMPACT TEXAS, LLC",3
"Sailpoint Technologies Holdings, Inc.",3
Nukkleus Inc.,3
"IFR Systems, Inc.",3
Next Technology Holding Inc.,3
"Biomet U.S. Reconstruction, LLC",3
IAA Acquisition Corp.,3
"Metalert, Inc.",3
"MYOMO, INC.",3
"Boxed, Inc.",3
ZILOG INC,3
Star Alliance International Corp.,3
"KORE Group Holdings, Inc.",3
"ARAMARK Food Service, LLC",3
"Silver Falcon Mining, Inc.",3
BE FREE INC,3
"Envision Healthcare Holdings, Inc.",3
"Aeroflex/Metelics, Inc.",3
"PANACEA LIFE SCIENCES HOLDINGS, INC.",3
AdaptHealth Corp.,3
COACH USA INC,3
INTERWORLD CORP,3
NEFF HOLDING CO,3
"DSS, INC.",3
"Platinum Studios, Inc.",3
Ping Identity Holding Corp.,3
Healthier Choices Management Corp.,3
"Harrison Conference Services of Wellesley, LLC",3
"ARAMARK FSM, LLC",3
Titan Environmental Solutions Inc.,3
